lstm_f_0,lstm_f_1,lstm_f_2,lstm_f_3,lstm_f_4,lstm_f_5,lstm_f_6,lstm_f_7,lstm_f_8,lstm_f_9,lstm_f_10,lstm_f_11,lstm_f_12,lstm_f_13,lstm_f_14,lstm_f_15,lstm_f_16,lstm_f_17,lstm_f_18,lstm_f_19,lstm_f_20,lstm_f_21,lstm_f_22,lstm_f_23,lstm_f_24,lstm_f_25,lstm_f_26,lstm_f_27,lstm_f_28,lstm_f_29,lstm_f_30,lstm_f_31
0.9984134,0.9990992,0.9994558,0.9992578,0.9989475,0.99816746,-0.9990025,-0.9988401,-0.99853563,0.99893296,0.9993585,0.99846566,0.9990968,-0.9992324,-0.9993582,0.99907684,-0.99844825,-0.9995766,0.99911296,0.9990633,-0.9977687,-0.9984313,0.9994213,-0.99846107,-0.99915886,-0.9990971,-0.99889624,0.9994772,0.9981388,-0.9984837,0.9992362,0.99932
0.9984134,0.9990992,0.9994558,0.9992578,0.99894744,0.9981674,-0.99900246,-0.9988401,-0.9985356,0.9989329,0.9993584,0.9984656,0.9990968,-0.9992324,-0.9993581,0.99907684,-0.9984482,-0.9995766,0.99911296,0.9990633,-0.99776864,-0.9984313,0.9994213,-0.99846107,-0.99915886,-0.9990971,-0.99889624,0.99947715,0.9981387,-0.99848366,0.9992362,0.99932
0.9984134,0.9990992,0.9994558,0.9992578,0.9989475,0.9981674,-0.99900246,-0.9988401,-0.99853563,0.9989329,0.9993584,0.99846566,0.9990968,-0.9992324,-0.9993581,0.99907684,-0.99844825,-0.9995766,0.99911296,0.9990633,-0.99776864,-0.9984313,0.9994213,-0.99846107,-0.99915886,-0.9990971,-0.99889624,0.9994772,0.9981388,-0.9984837,0.9992362,0.99932
0.99841326,0.99909914,0.99945575,0.99925774,0.99894744,0.9981673,-0.9990024,-0.99884003,-0.9985355,0.99893284,0.9993584,0.99846554,0.99909675,-0.99923235,-0.9993581,0.9990768,-0.99844813,-0.99957657,0.9991129,0.99906325,-0.9977686,-0.9984312,0.99942124,-0.99846095,-0.9991588,-0.99909705,-0.9988962,0.99947715,0.99813867,-0.9984836,0.99923617,0.9993199
0.9984133,0.99909914,0.9994558,0.99925774,0.99894744,0.99816734,-0.99900246,-0.99884003,-0.9985356,0.9989329,0.9993584,0.9984656,0.99909675,-0.9992324,-0.9993581,0.99907684,-0.9984482,-0.9995766,0.9991129,0.9990633,-0.99776864,-0.99843127,0.9994213,-0.998461,-0.99915886,-0.99909705,-0.9988962,0.99947715,0.9981387,-0.99848366,0.99923617,0.99932
0.9984136,0.9990994,0.9994559,0.9992579,0.9989476,0.9981677,-0.9990027,-0.9988403,-0.9985359,0.99893314,0.99935853,0.9984659,0.99909693,-0.99923253,-0.9993583,0.999077,-0.99844855,-0.9995767,0.99911314,0.9990635,-0.99776894,-0.99843156,0.9994214,-0.9984613,-0.999159,-0.9990973,-0.9988964,0.9994773,0.998139,-0.99848396,0.99923635,0.99932015
0.9984135,0.99909925,0.99945587,0.99925786,0.99894756,0.9981675,-0.9990025,-0.99884015,-0.9985357,0.99893296,0.9993585,0.9984657,0.9990969,-0.9992325,-0.9993582,0.9990769,-0.9984483,-0.9995766,0.999113,0.9990634,-0.99776876,-0.9984314,0.99942136,-0.9984611,-0.9991589,-0.99909717,-0.9988963,0.9994772,0.99813884,-0.9984838,0.9992363,0.99932003
0.9984133,0.99909914,0.9994558,0.99925774,0.99894744,0.99816734,-0.99900246,-0.99884003,-0.9985356,0.9989329,0.9993584,0.99846554,0.99909675,-0.9992324,-0.9993581,0.9990768,-0.99844813,-0.99957657,0.9991129,0.99906325,-0.9977686,-0.99843127,0.9994213,-0.998461,-0.99915886,-0.99909705,-0.9988962,0.99947715,0.99813867,-0.99848366,0.99923617,0.99932
0.9984133,0.99909914,0.9994558,0.9992578,0.99894744,0.99816734,-0.99900246,-0.99884003,-0.9985356,0.9989329,0.9993584,0.9984656,0.99909675,-0.9992324,-0.9993581,0.99907684,-0.9984482,-0.9995766,0.9991129,0.9990633,-0.99776864,-0.99843127,0.9994213,-0.998461,-0.99915886,-0.99909705,-0.99889624,0.99947715,0.9981387,-0.99848366,0.99923617,0.99932
0.9984134,0.9990992,0.9994558,0.9992578,0.9989475,0.99816746,-0.9990025,-0.9988401,-0.99853563,0.99893296,0.9993585,0.99846566,0.9990968,-0.9992324,-0.9993582,0.99907684,-0.99844825,-0.9995766,0.99911296,0.9990633,-0.9977687,-0.9984313,0.9994213,-0.99846107,-0.9991589,-0.9990971,-0.99889624,0.9994772,0.9981388,-0.9984837,0.9992362,0.99932003
0.9984137,0.9990994,0.9994559,0.999258,0.9989477,0.99816775,-0.9990027,-0.99884033,-0.9985359,0.99893314,0.9993586,0.99846596,0.999097,-0.99923253,-0.9993583,0.999077,-0.99844855,-0.99957675,0.99911314,0.9990635,-0.99776894,-0.9984316,0.9994214,-0.9984613,-0.99915904,-0.9990973,-0.9988964,0.9994773,0.9981391,-0.99848396,0.9992364,0.99932015
0.9984135,0.99909925,0.99945587,0.99925786,0.99894756,0.9981675,-0.9990025,-0.99884015,-0.9985357,0.99893296,0.9993585,0.9984657,0.9990969,-0.9992325,-0.9993582,0.9990769,-0.9984483,-0.9995766,0.999113,0.9990634,-0.99776876,-0.9984314,0.99942136,-0.9984611,-0.9991589,-0.99909717,-0.9988963,0.9994772,0.99813884,-0.9984838,0.9992363,0.99932003
0.9984133,0.99909914,0.9994558,0.99925774,0.99894744,0.99816734,-0.9990024,-0.99884003,-0.9985356,0.9989329,0.9993584,0.99846554,0.99909675,-0.9992324,-0.9993581,0.9990768,-0.99844813,-0.99957657,0.9991129,0.99906325,-0.9977686,-0.99843127,0.9994213,-0.998461,-0.99915886,-0.99909705,-0.9988962,0.99947715,0.99813867,-0.99848366,0.99923617,0.99932
0.9984134,0.9990992,0.9994558,0.9992578,0.99894744,0.9981674,-0.99900246,-0.9988401,-0.9985356,0.9989329,0.9993584,0.9984656,0.9990968,-0.9992324,-0.9993581,0.99907684,-0.9984482,-0.9995766,0.99911296,0.9990633,-0.99776864,-0.9984313,0.9994213,-0.99846107,-0.99915886,-0.9990971,-0.99889624,0.99947715,0.9981387,-0.9984837,0.9992362,0.99932
0.9984137,0.9990994,0.9994559,0.999258,0.9989477,0.99816775,-0.9990027,-0.99884033,-0.9985359,0.99893314,0.9993586,0.99846596,0.999097,-0.99923253,-0.9993583,0.999077,-0.99844855,-0.99957675,0.99911314,0.9990635,-0.99776894,-0.9984316,0.9994214,-0.9984613,-0.99915904,-0.9990973,-0.9988964,0.9994773,0.9981391,-0.99848396,0.9992364,0.99932015
0.9984135,0.99909925,0.99945587,0.99925786,0.99894756,0.9981675,-0.9990026,-0.99884015,-0.9985357,0.998933,0.9993585,0.9984658,0.9990969,-0.9992325,-0.9993582,0.9990769,-0.9984484,-0.9995767,0.999113,0.9990634,-0.99776876,-0.99843144,0.99942136,-0.9984612,-0.9991589,-0.99909717,-0.9988963,0.9994772,0.99813884,-0.9984838,0.9992363,0.99932003
0.99841344,0.9990992,0.9994558,0.9992578,0.9989475,0.99816746,-0.9990025,-0.9988401,-0.99853563,0.99893296,0.9993585,0.99846566,0.9990968,-0.9992324,-0.9993582,0.99907684,-0.99844825,-0.9995766,0.99911296,0.9990634,-0.9977687,-0.9984313,0.9994213,-0.99846107,-0.9991589,-0.9990971,-0.99889624,0.9994772,0.9981388,-0.9984837,0.9992362,0.99932003
0.9984134,0.9990992,0.9994558,0.9992578,0.9989475,0.99816746,-0.9990025,-0.9988401,-0.99853563,0.99893296,0.9993584,0.99846566,0.9990968,-0.9992324,-0.9993582,0.99907684,-0.99844825,-0.9995766,0.99911296,0.9990633,-0.9977687,-0.9984313,0.9994213,-0.99846107,-0.99915886,-0.9990971,-0.99889624,0.9994772,0.9981388,-0.9984837,0.9992362,0.99932
0.99841326,0.99909914,0.99945575,0.99925774,0.99894744,0.9981673,-0.9990024,-0.99884,-0.9985355,0.99893284,0.9993584,0.99846554,0.99909675,-0.99923235,-0.9993581,0.9990768,-0.99844813,-0.99957657,0.9991129,0.99906325,-0.9977686,-0.9984312,0.99942124,-0.99846095,-0.99915886,-0.99909705,-0.9988962,0.99947715,0.99813867,-0.9984836,0.99923617,0.9993199
0.9984134,0.9990992,0.9994558,0.9992578,0.9989475,0.9981674,-0.99900246,-0.9988401,-0.9985356,0.9989329,0.9993584,0.99846566,0.9990968,-0.9992324,-0.9993581,0.99907684,-0.99844825,-0.9995766,0.99911296,0.9990633,-0.99776864,-0.9984313,0.9994213,-0.99846107,-0.99915886,-0.9990971,-0.99889624,0.9994772,0.9981388,-0.9984837,0.9992362,0.99932
0.9984134,0.9990992,0.9994558,0.9992578,0.9989475,0.99816746,-0.9990025,-0.9988401,-0.99853563,0.99893296,0.9993585,0.99846566,0.9990968,-0.9992324,-0.9993582,0.99907684,-0.99844825,-0.9995766,0.99911296,0.9990633,-0.9977687,-0.9984313,0.9994213,-0.99846107,-0.99915886,-0.9990971,-0.99889624,0.9994772,0.9981388,-0.9984837,0.9992362,0.99932
0.9984137,0.9990994,0.9994559,0.999258,0.9989477,0.99816775,-0.9990027,-0.99884033,-0.9985359,0.99893314,0.9993586,0.99846596,0.999097,-0.99923253,-0.9993583,0.999077,-0.99844855,-0.99957675,0.99911314,0.9990635,-0.99776894,-0.9984316,0.9994214,-0.9984613,-0.99915904,-0.9990973,-0.9988964,0.9994773,0.9981391,-0.99848396,0.9992364,0.99932015
0.9984134,0.99909914,0.9994558,0.9992578,0.99894744,0.9981674,-0.99900246,-0.99884003,-0.9985356,0.9989329,0.9993584,0.9984656,0.9990968,-0.9992324,-0.9993581,0.99907684,-0.9984482,-0.9995766,0.99911296,0.9990633,-0.99776864,-0.99843127,0.9994213,-0.998461,-0.99915886,-0.99909705,-0.99889624,0.99947715,0.9981387,-0.99848366,0.9992362,0.99932
0.9984134,0.9990992,0.9994558,0.9992578,0.99894744,0.9981674,-0.99900246,-0.9988401,-0.9985356,0.9989329,0.9993584,0.9984656,0.9990968,-0.9992324,-0.9993581,0.99907684,-0.9984482,-0.9995766,0.99911296,0.9990633,-0.99776864,-0.9984313,0.9994213,-0.99846107,-0.99915886,-0.9990971,-0.99889624,0.99947715,0.9981387,-0.99848366,0.9992362,0.99932
0.9984134,0.9990992,0.9994558,0.9992578,0.9989475,0.99816746,-0.9990025,-0.9988401,-0.99853563,0.99893296,0.9993585,0.99846566,0.9990968,-0.9992324,-0.9993582,0.99907684,-0.99844825,-0.9995766,0.99911296,0.9990633,-0.9977687,-0.9984313,0.9994213,-0.99846107,-0.9991589,-0.9990971,-0.99889624,0.9994772,0.9981388,-0.9984837,0.9992362,0.99932
0.99841344,0.9990992,0.9994558,0.9992578,0.9989475,0.99816746,-0.9990025,-0.9988401,-0.99853563,0.99893296,0.9993585,0.99846566,0.9990968,-0.9992324,-0.9993582,0.99907684,-0.99844825,-0.9995766,0.99911296,0.9990634,-0.9977687,-0.9984313,0.9994213,-0.99846107,-0.9991589,-0.9990971,-0.99889624,0.9994772,0.9981388,-0.9984837,0.9992362,0.99932003
0.9984137,0.9990994,0.9994559,0.999258,0.9989477,0.99816775,-0.9990027,-0.99884033,-0.9985359,0.99893314,0.9993586,0.99846596,0.999097,-0.9992326,-0.9993583,0.999077,-0.9984486,-0.99957675,0.99911314,0.9990635,-0.997769,-0.9984316,0.9994215,-0.99846137,-0.99915904,-0.9990973,-0.9988965,0.9994773,0.9981391,-0.99848396,0.9992364,0.99932015
0.9984138,0.99909943,0.999456,0.999258,0.99894774,0.9981678,-0.99900275,-0.9988404,-0.998536,0.9989332,0.9993586,0.998466,0.999097,-0.9992326,-0.9993583,0.9990771,-0.99844867,-0.99957675,0.9991132,0.99906355,-0.99776906,-0.9984317,0.9994215,-0.9984614,-0.99915904,-0.99909735,-0.9988965,0.9994773,0.99813914,-0.998484,0.99923646,0.9993202
0.9984135,0.99909925,0.99945587,0.99925786,0.99894756,0.9981675,-0.9990025,-0.99884015,-0.9985357,0.998933,0.9993585,0.9984657,0.9990969,-0.9992325,-0.9993582,0.9990769,-0.9984483,-0.9995767,0.999113,0.9990634,-0.99776876,-0.9984314,0.99942136,-0.9984611,-0.9991589,-0.99909717,-0.9988963,0.9994772,0.99813884,-0.9984838,0.9992363,0.99932003
0.99841344,0.9990992,0.99945587,0.9992578,0.9989475,0.99816746,-0.9990025,-0.9988401,-0.9985357,0.99893296,0.9993585,0.9984657,0.9990968,-0.9992325,-0.9993582,0.9990769,-0.9984483,-0.9995766,0.99911296,0.9990634,-0.9977687,-0.9984314,0.99942136,-0.9984611,-0.9991589,-0.9990971,-0.9988963,0.9994772,0.9981388,-0.9984837,0.9992362,0.99932003
0.9984133,0.99909914,0.9994558,0.99925774,0.99894744,0.99816734,-0.9990024,-0.99884003,-0.9985355,0.99893284,0.9993584,0.99846554,0.99909675,-0.9992324,-0.9993581,0.9990768,-0.99844813,-0.99957657,0.9991129,0.99906325,-0.9977686,-0.9984312,0.9994213,-0.99846095,-0.99915886,-0.99909705,-0.9988962,0.99947715,0.99813867,-0.9984836,0.99923617,0.99932
0.9984134,0.9990992,0.9994558,0.9992578,0.9989475,0.9981674,-0.99900246,-0.9988401,-0.9985356,0.9989329,0.9993584,0.99846566,0.9990968,-0.9992324,-0.9993581,0.99907684,-0.9984482,-0.9995766,0.99911296,0.9990633,-0.99776864,-0.9984313,0.9994213,-0.99846107,-0.99915886,-0.9990971,-0.99889624,0.9994772,0.9981387,-0.9984837,0.9992362,0.99932
0.9984137,0.9990994,0.9994559,0.9992579,0.9989477,0.99816775,-0.9990027,-0.9988403,-0.9985359,0.99893314,0.99935853,0.99846596,0.99909693,-0.99923253,-0.9993583,0.999077,-0.99844855,-0.99957675,0.99911314,0.9990635,-0.99776894,-0.9984316,0.9994214,-0.9984613,-0.99915904,-0.9990973,-0.9988964,0.9994773,0.9981391,-0.99848396,0.9992364,0.99932015
0.9984134,0.99909914,0.9994558,0.9992578,0.99894744,0.9981674,-0.99900246,-0.99884003,-0.9985356,0.9989329,0.9993584,0.9984656,0.99909675,-0.9992324,-0.9993581,0.99907684,-0.9984482,-0.9995766,0.99911296,0.9990633,-0.99776864,-0.99843127,0.9994213,-0.998461,-0.99915886,-0.99909705,-0.99889624,0.99947715,0.9981387,-0.99848366,0.99923617,0.99932
0.9984134,0.9990992,0.9994558,0.9992578,0.9989475,0.99816746,-0.9990025,-0.9988401,-0.99853563,0.99893296,0.9993585,0.99846566,0.9990968,-0.9992324,-0.9993582,0.99907684,-0.99844825,-0.9995766,0.99911296,0.9990633,-0.9977687,-0.9984313,0.9994213,-0.99846107,-0.9991589,-0.9990971,-0.99889624,0.9994772,0.9981388,-0.9984837,0.9992362,0.99932
0.9984134,0.9990992,0.9994558,0.9992578,0.99894744,0.9981674,-0.99900246,-0.9988401,-0.9985356,0.9989329,0.9993584,0.9984656,0.9990968,-0.9992324,-0.9993581,0.99907684,-0.9984482,-0.9995766,0.99911296,0.9990633,-0.99776864,-0.9984313,0.9994213,-0.998461,-0.99915886,-0.9990971,-0.99889624,0.99947715,0.9981387,-0.99848366,0.9992362,0.99932
0.9984134,0.9990992,0.9994558,0.9992578,0.9989475,0.9981674,-0.99900246,-0.9988401,-0.99853563,0.99893296,0.9993584,0.99846566,0.9990968,-0.9992324,-0.9993581,0.99907684,-0.99844825,-0.9995766,0.99911296,0.9990633,-0.99776864,-0.9984313,0.9994213,-0.99846107,-0.99915886,-0.9990971,-0.99889624,0.9994772,0.9981388,-0.9984837,0.9992362,0.99932
0.9984133,0.99909914,0.9994558,0.9992578,0.99894744,0.9981674,-0.99900246,-0.99884003,-0.9985356,0.9989329,0.9993584,0.9984656,0.99909675,-0.9992324,-0.9993581,0.99907684,-0.9984482,-0.9995766,0.99911296,0.9990633,-0.99776864,-0.99843127,0.9994213,-0.998461,-0.99915886,-0.99909705,-0.99889624,0.99947715,0.9981387,-0.99848366,0.99923617,0.99932
0.9984134,0.9990992,0.9994558,0.9992578,0.9989475,0.9981674,-0.99900246,-0.9988401,-0.99853563,0.99893296,0.9993584,0.99846566,0.9990968,-0.9992324,-0.9993581,0.99907684,-0.99844825,-0.9995766,0.99911296,0.9990633,-0.99776864,-0.9984313,0.9994213,-0.99846107,-0.99915886,-0.9990971,-0.99889624,0.9994772,0.9981388,-0.9984837,0.9992362,0.99932
0.9984136,0.9990994,0.9994559,0.9992579,0.9989476,0.9981677,-0.9990027,-0.9988403,-0.9985359,0.99893314,0.99935853,0.9984659,0.99909693,-0.99923253,-0.9993583,0.999077,-0.99844855,-0.99957675,0.99911314,0.9990635,-0.99776894,-0.99843156,0.9994214,-0.9984613,-0.999159,-0.9990973,-0.9988964,0.9994773,0.998139,-0.99848396,0.99923635,0.99932015
0.9984135,0.99909925,0.99945587,0.99925786,0.99894756,0.9981675,-0.9990025,-0.99884015,-0.9985357,0.998933,0.9993585,0.9984657,0.9990969,-0.9992325,-0.9993582,0.9990769,-0.9984483,-0.9995766,0.999113,0.9990634,-0.99776876,-0.9984314,0.99942136,-0.9984611,-0.9991589,-0.99909717,-0.9988963,0.9994772,0.99813884,-0.9984838,0.9992363,0.99932003
0.9984133,0.99909914,0.9994558,0.9992578,0.99894744,0.99816734,-0.99900246,-0.99884003,-0.9985356,0.9989329,0.9993584,0.9984656,0.99909675,-0.9992324,-0.9993581,0.99907684,-0.9984482,-0.9995766,0.9991129,0.9990633,-0.9977686,-0.99843127,0.9994213,-0.998461,-0.99915886,-0.99909705,-0.9988962,0.99947715,0.9981387,-0.99848366,0.99923617,0.99932
0.9984133,0.99909914,0.9994558,0.9992578,0.99894744,0.99816734,-0.99900246,-0.99884003,-0.9985356,0.9989329,0.9993584,0.9984656,0.99909675,-0.9992324,-0.9993581,0.99907684,-0.9984482,-0.9995766,0.9991129,0.9990633,-0.99776864,-0.99843127,0.9994213,-0.998461,-0.99915886,-0.99909705,-0.9988962,0.99947715,0.9981387,-0.99848366,0.99923617,0.99932
0.9984134,0.9990992,0.9994558,0.9992578,0.9989475,0.9981674,-0.9990025,-0.9988401,-0.99853563,0.99893296,0.9993584,0.99846566,0.9990968,-0.9992324,-0.9993581,0.99907684,-0.99844825,-0.9995766,0.99911296,0.9990633,-0.9977687,-0.9984313,0.9994213,-0.99846107,-0.99915886,-0.9990971,-0.99889624,0.9994772,0.9981388,-0.9984837,0.9992362,0.99932
0.9984134,0.9990992,0.9994558,0.9992578,0.9989475,0.99816746,-0.9990025,-0.9988401,-0.99853563,0.99893296,0.9993584,0.99846566,0.9990968,-0.9992324,-0.9993582,0.99907684,-0.99844825,-0.9995766,0.99911296,0.9990633,-0.9977687,-0.9984313,0.9994213,-0.99846107,-0.99915886,-0.9990971,-0.99889624,0.9994772,0.9981388,-0.9984837,0.9992362,0.99932
0.9984137,0.9990994,0.9994559,0.9992579,0.9989476,0.9981677,-0.9990027,-0.9988403,-0.9985359,0.99893314,0.99935853,0.99846596,0.99909693,-0.99923253,-0.9993583,0.999077,-0.99844855,-0.99957675,0.99911314,0.9990635,-0.99776894,-0.99843156,0.9994214,-0.9984613,-0.999159,-0.9990973,-0.9988964,0.9994773,0.9981391,-0.99848396,0.9992364,0.99932015
0.99841344,0.9990992,0.9994558,0.9992578,0.9989475,0.99816746,-0.9990025,-0.9988401,-0.99853563,0.99893296,0.9993585,0.99846566,0.9990968,-0.9992324,-0.9993582,0.99907684,-0.99844825,-0.9995766,0.99911296,0.9990634,-0.9977687,-0.9984313,0.9994213,-0.99846107,-0.9991589,-0.9990971,-0.99889624,0.9994772,0.9981388,-0.9984837,0.9992362,0.99932
0.9984137,0.9990994,0.9994559,0.9992579,0.9989476,0.9981677,-0.9990027,-0.9988403,-0.9985359,0.99893314,0.99935853,0.9984659,0.99909693,-0.99923253,-0.9993583,0.999077,-0.99844855,-0.99957675,0.99911314,0.9990635,-0.99776894,-0.99843156,0.9994214,-0.9984613,-0.999159,-0.9990973,-0.9988964,0.9994773,0.998139,-0.99848396,0.99923635,0.99932015
0.9984135,0.99909925,0.99945587,0.99925786,0.99894756,0.9981675,-0.9990025,-0.99884015,-0.9985357,0.99893296,0.9993585,0.9984657,0.9990969,-0.9992325,-0.9993582,0.9990769,-0.9984483,-0.9995766,0.999113,0.9990634,-0.99776876,-0.9984314,0.99942136,-0.9984611,-0.9991589,-0.99909717,-0.9988963,0.9994772,0.99813884,-0.9984838,0.9992363,0.99932003
0.99841344,0.9990992,0.9994558,0.9992578,0.9989475,0.99816746,-0.9990025,-0.9988401,-0.99853563,0.99893296,0.9993585,0.99846566,0.9990968,-0.9992325,-0.9993582,0.9990769,-0.99844825,-0.9995766,0.99911296,0.9990634,-0.9977687,-0.9984314,0.9994213,-0.99846107,-0.9991589,-0.9990971,-0.99889624,0.9994772,0.9981388,-0.9984837,0.9992362,0.99932003
0.9984134,0.99909914,0.9994558,0.9992578,0.99894744,0.9981674,-0.99900246,-0.99884003,-0.9985356,0.9989329,0.9993584,0.9984656,0.99909675,-0.9992324,-0.9993581,0.99907684,-0.9984482,-0.9995766,0.99911296,0.9990633,-0.99776864,-0.99843127,0.9994213,-0.998461,-0.99915886,-0.99909705,-0.99889624,0.99947715,0.9981387,-0.99848366,0.99923617,0.99932
0.9984133,0.99909914,0.9994558,0.99925774,0.99894744,0.99816734,-0.99900246,-0.99884003,-0.9985356,0.9989329,0.9993584,0.9984656,0.99909675,-0.9992324,-0.9993581,0.99907684,-0.99844813,-0.99957657,0.9991129,0.9990633,-0.9977686,-0.99843127,0.9994213,-0.998461,-0.99915886,-0.99909705,-0.9988962,0.99947715,0.99813867,-0.99848366,0.99923617,0.99932
0.9984133,0.99909914,0.9994558,0.99925774,0.99894744,0.99816734,-0.99900246,-0.99884003,-0.9985355,0.9989329,0.9993584,0.99846554,0.99909675,-0.9992324,-0.9993581,0.9990768,-0.99844813,-0.99957657,0.9991129,0.99906325,-0.9977686,-0.99843127,0.9994213,-0.998461,-0.99915886,-0.99909705,-0.9988962,0.99947715,0.99813867,-0.99848366,0.99923617,0.99932
0.9984136,0.9990993,0.9994559,0.9992579,0.9989476,0.9981677,-0.99900264,-0.9988403,-0.9985358,0.9989331,0.99935853,0.9984659,0.99909693,-0.99923253,-0.99935824,0.999077,-0.9984485,-0.9995767,0.9991131,0.9990635,-0.9977689,-0.99843156,0.9994214,-0.9984613,-0.999159,-0.9990972,-0.9988964,0.99947727,0.998139,-0.9984839,0.99923635,0.9993201
0.99841344,0.9990992,0.99945587,0.9992578,0.9989475,0.99816746,-0.9990025,-0.9988401,-0.9985357,0.99893296,0.9993585,0.9984657,0.9990968,-0.9992325,-0.9993582,0.9990769,-0.9984483,-0.9995766,0.999113,0.9990634,-0.9977687,-0.9984314,0.99942136,-0.9984611,-0.9991589,-0.9990971,-0.9988963,0.9994772,0.9981388,-0.9984837,0.9992362,0.99932003
0.99841344,0.9990992,0.9994558,0.9992578,0.9989475,0.99816746,-0.9990025,-0.9988401,-0.99853563,0.99893296,0.9993585,0.99846566,0.9990968,-0.9992324,-0.9993582,0.99907684,-0.99844825,-0.9995766,0.99911296,0.9990634,-0.9977687,-0.9984313,0.9994213,-0.99846107,-0.9991589,-0.9990971,-0.99889624,0.9994772,0.9981388,-0.9984837,0.9992362,0.99932003
0.9984133,0.99909914,0.9994558,0.9992578,0.99894744,0.99816734,-0.99900246,-0.99884003,-0.9985356,0.9989329,0.9993584,0.9984656,0.99909675,-0.9992324,-0.9993581,0.99907684,-0.9984482,-0.9995766,0.9991129,0.9990633,-0.99776864,-0.99843127,0.9994213,-0.998461,-0.99915886,-0.99909705,-0.9988962,0.99947715,0.9981387,-0.99848366,0.99923617,0.99932
0.9984133,0.99909914,0.9994558,0.99925774,0.99894744,0.99816734,-0.99900246,-0.99884003,-0.9985355,0.9989329,0.9993584,0.99846554,0.99909675,-0.9992324,-0.9993581,0.9990768,-0.99844813,-0.99957657,0.9991129,0.99906325,-0.9977686,-0.99843127,0.9994213,-0.998461,-0.99915886,-0.99909705,-0.9988962,0.99947715,0.99813867,-0.99848366,0.99923617,0.99932
0.9984133,0.99909914,0.9994558,0.9992578,0.99894744,0.9981674,-0.99900246,-0.99884003,-0.9985356,0.9989329,0.9993584,0.9984656,0.99909675,-0.9992324,-0.9993581,0.99907684,-0.9984482,-0.9995766,0.9991129,0.9990633,-0.99776864,-0.99843127,0.9994213,-0.998461,-0.99915886,-0.99909705,-0.99889624,0.99947715,0.9981387,-0.99848366,0.99923617,0.99932
0.9984133,0.99909914,0.9994558,0.9992578,0.99894744,0.9981674,-0.99900246,-0.99884003,-0.9985356,0.9989329,0.9993584,0.9984656,0.99909675,-0.9992324,-0.9993581,0.99907684,-0.9984482,-0.9995766,0.99911296,0.9990633,-0.99776864,-0.99843127,0.9994213,-0.998461,-0.99915886,-0.99909705,-0.99889624,0.99947715,0.9981387,-0.99848366,0.99923617,0.99932
0.9984133,0.99909914,0.9994558,0.99925774,0.99894744,0.99816734,-0.99900246,-0.99884003,-0.9985356,0.9989329,0.9993584,0.9984656,0.99909675,-0.9992324,-0.9993581,0.99907684,-0.99844813,-0.99957657,0.9991129,0.99906325,-0.9977686,-0.99843127,0.9994213,-0.998461,-0.99915886,-0.99909705,-0.9988962,0.99947715,0.9981387,-0.99848366,0.99923617,0.99932
0.9984136,0.9990993,0.9994559,0.9992579,0.9989476,0.9981677,-0.99900264,-0.9988403,-0.9985358,0.9989331,0.99935853,0.9984659,0.99909693,-0.99923253,-0.99935824,0.999077,-0.9984485,-0.9995767,0.9991131,0.9990635,-0.9977689,-0.99843156,0.9994214,-0.99846125,-0.999159,-0.9990972,-0.9988964,0.99947727,0.998139,-0.9984839,0.99923635,0.9993201
0.9984134,0.9990992,0.9994558,0.9992578,0.9989475,0.9981674,-0.99900246,-0.9988401,-0.99853563,0.9989329,0.9993584,0.99846566,0.9990968,-0.9992324,-0.9993581,0.99907684,-0.9984482,-0.9995766,0.99911296,0.9990633,-0.99776864,-0.9984313,0.9994213,-0.99846107,-0.99915886,-0.9990971,-0.99889624,0.9994772,0.9981387,-0.9984837,0.9992362,0.99932
0.9984133,0.99909914,0.9994558,0.9992578,0.99894744,0.9981674,-0.99900246,-0.99884003,-0.9985356,0.9989329,0.9993584,0.9984656,0.99909675,-0.9992324,-0.9993581,0.99907684,-0.9984482,-0.9995766,0.99911296,0.9990633,-0.99776864,-0.99843127,0.9994213,-0.998461,-0.99915886,-0.99909705,-0.99889624,0.99947715,0.9981387,-0.99848366,0.99923617,0.99932
